sample_index,image_file,original_overall_dice,original_macro_class_dice,ignore_class_macro_dice,original_overall_jaccard,original_macro_class_jaccard,ignore_class_macro_jaccard
429,17_228_803_192_14_jpg.rf.f23b68987f8ccc0330bba7e303a9f24d.jpg,0.061037711799144745,0.7652593851089478,0.6870125705997149,0.031479574739933014,0.7578698992729187,0.6771598582466444
351,202_2_16_35_jpg.rf.6af83252894f02e88e53866e17951d98.jpg,0.15515409409999847,0.7887884974479675,0.7183846980333328,0.08410137891769409,0.7710253596305847,0.6947004596392313
786,19_212_E1202_19_2_jpg.rf.51fa2352272b2020f67c4ccb8e098005.jpg,0.16986678540706635,0.7924667000770569,0.7232889284690222,0.09281662851572037,0.7732041478157043,0.6976055428385735
54,19_212_E1202_18_3_jpg.rf.7223de565978f12f274a5fa46c20af6a.jpg,0.1809178590774536,0.795229434967041,0.7269726196924845,0.0994555726647377,0.7748638987541199,0.6998185242215792
643,17_228_801_74_33_jpg.rf.b451abe3d8d97175a009b2354b98b0e7.jpg,0.23476065695285797,0.8086901903152466,0.744920218984286,0.13299083709716797,0.783247709274292,0.710996945699056
360,15_242_208_24_6_jpg.rf.ae4cfbef4c6629d68d8821d0eeb6c3fb.jpg,0.2790156900882721,0.819753885269165,0.7596718966960907,0.1621256321668625,0.7905313968658447,0.7207085440556208
333,15_242_212_20_16_jpg.rf.8b5cfd09b2f702ff24af05445113e1e6.jpg,0.32166430354118347,0.8304160833358765,0.7738881011803945,0.19165672361850739,0.7979141473770142,0.7305522412061691
159,16_253_308_33_18_jpg.rf.1f7625ad1fc43b787fbf8c98bd62c92b.jpg,0.3672531843185425,0.841813325881958,0.7890843947728475,0.22492967545986176,0.8062324523925781,0.7416432251532873
671,18_229_Masson_202_121_24_jpg.rf.fe1a311a5a6d4855c94146c1e8e03c9d.jpg,0.3832285404205322,0.8458071351051331,0.7944095134735107,0.23703321814537048,0.8092583417892456,0.7456777393817902
29,201_8_19_10_jpg.rf.675f56b5b690c30f11b7c6cf1c9772b6.jpg,0.38674411177635193,0.8466860055923462,0.7955813705921173,0.2397289276123047,0.8099322319030762,0.7465763092041016
296,208_7_12_22_jpg.rf.7996f5ca2c766120e5cb4fcd81d68d6b.jpg,0.4055643081665039,0.851391077041626,0.8018547693888346,0.2543622851371765,0.8135905861854553,0.7514540950457255
